egoid,alterid,mu,k,p,c,branching factor,log likelihood,AIC
33785,348530,0.062108298,0.024827163,1.289226066,0.000224987,0.974407861,7226.899227,-14445.79845
33785,399298,1.226303979,0.006183511,1.518655348,0.000359975,0.728557563,19161.95403,-38315.90807
33785,497093,0.657639327,0.001932992,1.744760902,0.000386243,0.904036259,46030.98369,-92053.96737
33785,503825,0.335616094,0.004291224,1.629633735,0.000412144,0.922087819,27361.68271,-54715.36541
33785,552614,1.06527507,0.000654047,1.951283613,0.000503623,0.943043574,147067.4346,-294126.8692
33785,577321,0.26579428,0.002959524,1.688439777,0.000451285,0.864102659,11469.01521,-22930.03041
33785,617778,0.43579429,0.010770057,1.453251607,0.000427676,0.799523871,8638.994021,-17269.98804
33785,655769,0.106818466,0.021489348,1.335461556,0.000491353,0.825070108,1385.213911,-2762.427822
33785,706957,0.677520854,0.005274417,1.550524187,0.000350385,0.765084634,13142.62231,-26277.24461
33785,806024,0.019928771,0.037957104,1.247812819,0.00050803,1.003441928,2220.297689,-4432.595378
33785,830521,0.259404176,0.012022438,1.420330971,0.000253405,0.928942417,17220.89024,-34433.78048
33785,880888,0.105096936,0.014761529,1.421719645,0.000386105,0.962855111,15031.42271,-30054.84542
33785,982586,0.077228011,0.011595065,1.455224753,0.000362353,0.938460244,6095.025584,-12182.05117
34062,219401,0.641137858,0.010746365,1.455568445,0.000396369,0.836577793,19696.61077,-39385.22155
34062,223219,0.384697319,0.007773008,1.519850605,0.00038657,0.888877895,12741.92938,-25475.85875
34062,342617,0.279446693,0.011583871,1.46028842,0.000432732,0.889473336,10266.50663,-20525.01327
34062,540775,0.445539866,0.011633814,1.442683495,0.000355592,0.884026267,18067.11991,-36126.23982
34062,625690,0.203036615,0.014550792,1.399126289,0.000347739,0.875493319,6592.93121,-13177.86242
34062,858754,2.304122342,0.003549412,1.705627701,0.000708138,0.839895006,87277.1089,-174546.2178
34062,923407,0.653301837,0.006078075,1.546395436,0.000337267,0.877724893,34551.36613,-69094.73226
34467,10237,0.031327734,0.051109521,1.12432808,0.000193913,1.189836733,3059.864333,-6111.728666
34467,50072,0.031281017,0.033451211,1.216835957,0.000206144,0.971630155,1278.913773,-2549.827547
34467,55424,0.023666407,0.047113797,1.16382501,0.000363852,1.052384372,811.5516459,-1615.103292
34467,81199,0.095824993,0.01735137,1.35543839,0.000288402,0.884752348,2883.201096,-5758.402192
34467,84502,0.227779515,0.031392397,1.234846669,0.000263093,0.926329196,6370.353002,-12732.706
34467,85134,0.014971832,0.053789433,1.101238556,0.000139544,1.305133352,1723.408626,-3438.817253
34467,200734,0.105756108,0.0169702,1.374299793,0.000315696,0.926382039,7076.042235,-14144.08447
34467,207460,2.246990103,0.005747455,1.526446069,0.000314901,0.761454947,52240.28587,-104472.5717
34467,239331,0.147466008,0.018682563,1.330580489,0.00022358,0.909841049,7560.920684,-15113.84137
34467,250730,0.014347877,0.048899905,1.138589383,0.000190848,1.156206104,1570.773212,-3133.546423
34467,263109,1.180186028,0.027515762,1.226847829,0.000285685,0.772362234,13746.71159,-27485.42317
34467,357741,0.019585407,0.033102713,1.234172732,0.000210853,1.026008032,5864.598916,-11721.19783
34467,395952,0.172699776,0.019609126,1.333836437,0.000270458,0.912051381,8835.017203,-17662.03441
34467,600476,1.856095901,0.008384149,1.454190282,0.000248546,0.80055726,53281.45758,-106554.9152
34467,760000,0.047989756,0.025033221,1.266198203,0.000280603,0.829512933,532.8142943,-1057.628589
34467,787387,0.047837358,0.046131918,1.156357878,0.000216869,1.103433448,4624.900514,-9241.801028
34525,616857,0.723122493,0.007184121,1.520543078,0.000323125,0.905608049,26873.00415,-53738.0083
34525,703782,0.217050006,0.025576032,1.30688198,0.000358335,0.951235732,9036.449829,-18064.89966
34525,863106,0.755277911,0.02165154,1.320175209,0.000282643,0.925394126,27246.55666,-54485.11331
34591,57325,0.056909082,0.002929701,1.676368362,0.000389688,0.876135385,1305.078147,-2602.156294
34591,258476,0.271095784,0.012251033,1.410960639,0.00035898,0.77643138,2662.170415,-5316.340829
34591,480579,0.064478175,0.015582935,1.390240254,0.000351829,0.889359853,1081.524649,-2155.049298
34591,669582,0.090089357,0.013870887,1.425403236,0.000361692,0.949285998,4692.036372,-9376.072743
34591,674052,0.031764148,0.011420138,1.454526373,0.000465041,0.821912467,277.3362911,-546.6725822
34591,744440,0.03755901,0.016246319,1.375200779,0.000349546,0.857770839,354.2711497,-700.5422994
34591,749531,0.056682842,0.038140395,1.210833938,0.000330855,0.979993312,1004.76913,-2001.53826
34591,939761,0.351411591,0.008586092,1.501783888,0.000383323,0.886321122,8106.417784,-16204.83557
34591,949005,0.098116604,0.021998385,1.324227064,0.000343327,0.901070334,1612.979814,-3217.959628
35011,39738,0.590258141,0.006766344,1.546789985,0.000377266,0.921272631,29069.42687,-58130.85374
35011,51882,0.448472454,0.00581672,1.570734714,0.000362545,0.937422588,34110.47245,-68212.94489
35011,252099,0.953865838,0.007782319,1.515802745,0.000369081,0.889843446,30517.36855,-61026.7371
35011,342649,0.340428584,0.009963693,1.458989141,0.000351939,0.835125583,6852.874818,-13697.74964
35011,476402,1.629180312,0.037629383,1.251594092,0.000257531,1.196301928,76.86902683,-145.7380537
35011,682749,1.162609515,0.004955531,1.621192967,0.000444875,0.96372874,181071.5153,-362135.0307
35011,741605,0.643865677,0.008429539,1.493841152,0.000363939,0.85216183,16787.2407,-33566.4814
35011,871731,0.844511024,0.011118216,1.44479448,0.000327218,0.887272722,32628.10584,-65248.21168
35031,191627,2.724103484,0.001399711,1.823225433,0.000492268,0.898635887,150120.0854,-300232.1707
35031,265789,0.213001143,0.00807347,1.513632828,0.000339706,0.950925317,14524.71033,-29041.42067
35031,377623,1.932705211,0.001277913,1.847383431,0.000485455,0.969446629,304502.5348,-608997.0695
35031,390505,0.059759238,0.00834449,1.520268338,0.000370395,0.97810961,14268.82226,-28529.64452
35031,409645,0.271932554,0.008465933,1.508374768,0.000354847,0.944849458,21186.67818,-42365.35636
35031,579358,0.065645005,0.007750531,1.541061751,0.000429676,0.95008695,4567.504075,-9127.008151
35031,592747,0.05311143,0.027772278,1.260483079,0.000228391,0.946965841,1497.267612,-2986.535225
35031,610068,0.406938229,0.001923641,1.757282845,0.000448082,0.872439505,15766.03395,-31524.0679
35031,675600,0.466325903,0.004643058,1.601336411,0.000357492,0.912710583,14365.77761,-28723.55522
35031,939633,0.164793575,0.003242494,1.664321906,0.000354541,0.956384786,22180.19296,-44352.38593
35180,64296,0.112520673,0.017835559,1.499269772,0.00173817,0.852883897,930.52587,-1853.05174
35180,79352,0.554977558,0.01001945,1.46846116,0.00046458,0.778973783,3657.441109,-7306.882217
35180,82986,0.600919041,0.012296502,1.461469226,0.000569185,0.837509105,6426.021639,-12844.04328
35180,92566,0.18351141,0.009421685,1.488310813,0.000399385,0.881068409,3572.468302,-7136.936604
35180,277939,0.098224705,0.025789836,1.325298484,0.000598316,0.886392788,934.4672932,-1860.934586
35180,330061,0.187545181,0.006829209,1.527519517,0.000354805,0.855223353,2662.819314,-5317.638627
35180,407049,0.063346175,0.02371927,1.300653235,0.000297341,0.906489313,961.4947334,-1914.989467
35180,445106,0.062531331,0.01243614,1.483412955,0.00064013,0.900033811,1296.745674,-2585.491348
35180,606485,0.227744299,0.017045036,1.382043899,0.000602878,0.757841548,1027.217335,-2046.434669
35180,902850,0.248302938,0.01783152,1.393323767,0.00047845,0.916932229,5216.51175,-10425.0235
35180,963418,2.501619534,0.000825294,1.961533825,0.000748015,0.869931251,63613.24718,-127218.4944
35344,16819,0.631233259,0.019862524,1.347905966,0.000296384,0.963907516,43692.60979,-87377.21958
35344,25172,0.069844992,0.033663079,1.245511991,0.000277758,1.023772921,26072.90185,-52137.80371
35344,64978,0.122353694,0.015743377,1.395424238,0.000327143,0.951024964,4369.125649,-8730.251298
35344,308209,0.418034416,0.008706325,1.497209858,0.000399092,0.857581246,11119.1803,-22230.36061
35344,328068,0.661684413,0.000508,1.979824461,0.000503047,0.88421848,15154.06675,-30300.13351
35344,436694,0.903298674,0.009389293,1.476208458,0.000320781,0.909094036,45195.66602,-90383.33204
35344,733456,1.156568006,0.015256677,1.398964655,0.000497987,0.79472857,16067.0497,-32126.09941
35344,933327,0.801308098,0.005141105,1.617291703,0.00062302,0.793036485,13631.56626,-27255.13253
35347,45958,3.297646461,0.00413303,1.629394057,0.000494094,0.791120409,12956.60785,-25905.2157
35347,87783,3.070748996,0.003509411,1.664693561,0.000568021,0.758517944,10504.66733,-21001.33467
35347,636552,1.247773956,0.003036325,105.8364413,40.37881356,1.20E-173,-343.3797406,694.7594812
35347,651572,0.564821326,0.018314797,1.407234968,0.000671658,0.881156881,6206.071625,-12404.14325
35347,776020,0.653975674,0.001084107,1.868326484,0.000525658,0.878798743,8904.351124,-17800.70225
35347,811047,1.347648632,0.015030071,1.389701556,0.000474763,0.761046042,2844.84359,-5681.687179
35361,254386,0.194228443,0.00646118,1.488793106,0.000382784,0.618607642,674.1274266,-1340.254853
35361,463518,3.296731307,1.63E-05,2.635611018,0.000894824,0.961995251,470592.4517,-941176.9034
35361,643956,0.232764606,0.015437486,1.337200626,0.00033087,0.682750016,892.3641423,-1776.728285
35416,464394,0.525199413,0.003551062,1.64009858,0.000392398,0.840353669,15145.68018,-30283.36037
35416,628068,0.804037314,0.003366487,1.647147577,0.000404974,0.815959738,19421.42764,-38834.85528
35416,698984,0.086314594,0.020039774,1.349921927,0.000349803,0.927499184,3352.650403,-6697.300806
35416,943088,2.176335701,0.000750172,1.919485321,0.000517884,0.856704091,85810.92527,-171613.8505
35824,14763,0.820562673,0.004040804,1.664141164,0.00051577,0.928113061,20418.1704,-40828.3408
35824,20335,0.686108578,1.28E-21,3.113694139,421.4556327,1.71E-27,-258.8232447,525.6464894
35872,241371,0.154075183,0.057146229,1.073441006,0.000401976,1.381783176,879.4499141,-1750.899828
35872,401057,0.059274208,0.009968958,1.464471801,0.000314696,0.908491601,1330.729695,-2653.459389
35872,535550,0.031990656,0.007348647,1.520557422,0.00035664,0.880036854,1002.64094,-1997.281881
35872,653990,0.510633529,0.015255657,1.369698332,0.000268563,0.862500003,12495.43624,-24982.87247
35872,826529,0.734521243,0.034670119,1.155601022,0.000183769,0.849622723,6085.180869,-12162.36174
35872,886571,0.241180106,0.024305511,1.273171439,0.000237263,0.869867215,4456.111745,-8904.22349
35987,392138,0.952624194,0.000393774,2.302844885,0.002050877,0.960462524,91110.48758,-182212.9752
35987,541792,0.548760533,0.001030465,2.032701001,0.001371952,0.902259861,18892.56592,-37777.13184
35987,858022,0.499234914,0.002414892,1.782242257,0.000668474,0.93996013,29631.88784,-59255.77569
36038,22292,0.011024567,0.026093802,1.296248457,0.0002785,0.995626465,1341.517209,-2675.034418
36038,530779,1.075067237,2.14E-06,3.616011111,0.004751748,0.976640066,25970.21789,-51932.43578
36038,597740,0.01151875,0.060249647,1.075499607,0.000217681,1.508352605,213.7517805,-419.503561
36038,696234,0.009167026,0.019128627,1.396533895,0.000584453,0.923627755,136.1293348,-264.2586696
36038,917750,0.097715431,0.034350658,1.216336804,0.000387631,0.868670903,551.0040867,-1094.008173
36038,932446,0.029150483,0.04403822,1.159113104,0.000324372,0.993716632,183.0562217,-358.1124434
36038,958138,0.085916981,0.006438052,1.551660084,0.000458323,0.810925803,1148.802277,-2289.604553
36117,26858,2.488404371,0.000352907,2.073962863,0.000584208,0.975567569,891876.4863,-1783744.973
36117,74899,0.158458867,0.011673368,1.488466669,0.000515198,0.964833537,24113.98831,-48219.97662
36117,317106,0.081141734,0.002840614,1.696906889,0.000391825,0.965017377,14866.94252,-29725.88504
36117,317211,0.003681115,0.000138025,2.217716126,0.000589004,0.971609585,116.8335257,-225.6670514
36117,375848,0.260027939,0.005079804,1.5882401,0.000363085,0.911660811,21655.44557,-43302.89114
36117,479594,0.016702961,0.046178067,1.120455877,0.0001968,1.07155453,13.41811733,-18.83623465
36117,515694,0.012679521,0.008388252,1.486763776,0.000283421,0.918714798,697.388517,-1386.777034
36117,555407,0.276800512,0.001694961,1.781629796,0.000503569,0.820214474,8894.710976,-17781.42195
36117,623479,0.019861958,0.03433503,1.168071441,0.00013903,0.908817783,113.6190527,-219.2381053
36117,656150,0.02122462,0.032728428,1.209322333,0.000145805,0.993384761,937.2683439,-1866.536688
36117,967025,0.031850194,0.005326857,1.583643081,0.000322344,0.995907415,24203.70731,-48399.41462
36385,30082,0.532534271,0.009351549,1.475771422,0.000371689,0.841968508,7240.855295,-14473.71059
36385,30152,0.131647846,0.025282555,1.318290998,0.000446998,0.925069082,3321.284868,-6634.569735
36385,44927,0.168137503,0.010643886,1.480469804,0.000443134,0.905050266,5452.249025,-10896.49805
36385,79607,0.016282353,0.02887764,1.288160614,0.000336591,1.003874683,1880.953936,-3753.907873
36385,242062,0.498072798,0.011575973,1.432530405,0.000276679,0.92575066,29260.9325,-58513.86501
36385,353319,0.110089534,0.028881535,1.281982074,0.000324524,0.986653542,9993.524004,-19979.04801
36385,452494,0.038921019,0.017183508,1.378195226,0.000297854,0.979289016,2194.332452,-4380.664905
36385,457556,0.089769333,0.017148861,1.350235191,0.000328845,0.812358447,989.3905643,-1970.781129
36385,532738,0.358654451,0.015138393,1.407291492,0.000380393,0.918368161,9316.907671,-18625.81534
36385,802347,0.065963238,0.039463256,1.179170839,0.000319049,0.931821008,468.5837068,-929.1674137
36385,840232,0.232806971,0.021544566,1.347219725,0.000349672,0.98365411,32921.16562,-65834.33124
36385,900851,0.141853485,0.027577385,1.284967724,0.000294861,0.98130133,14203.9455,-28399.891
36385,931327,1.24577149,0.006757399,1.562332801,0.000558252,0.811241545,23929.56837,-47851.13674
36385,947964,0.340690358,0.021990499,1.331175803,0.0003407,0.934482319,16545.95692,-33083.91384
36552,30137,0.028354025,0.027270573,1.288093661,0.00027551,1.004001537,13934.45147,-27860.90294
36552,58633,0.058069919,0.01590088,1.408148621,0.00038204,0.967409237,5727.841155,-11447.68231
36552,98462,0.094868906,0.01775241,1.376750038,0.000317399,0.97999584,17762.85781,-35517.71563
36552,169161,0.589647045,0.019386938,1.353114,0.00036499,0.898464382,27784.88277,-55561.76553
36552,247272,0.297306184,0.014776653,1.401051857,0.000291622,0.964196729,52977.01394,-105946.0279
36552,276800,0.009394073,0.035889936,1.289460835,0.000751824,0.994546077,305.6903889,-603.3807778
36552,400715,0.04047441,0.011459672,1.474039242,0.000422908,0.960837254,3435.726821,-6863.453642
36552,435201,0.043701456,0.016687416,1.384201862,0.000299612,0.980713217,4402.151777,-8796.303554
36552,471451,0.042894421,0.027747405,1.306414624,0.00037991,1.011459772,192534.3876,-385060.7751
36552,492745,0.129610879,0.015989113,1.389616544,0.000291953,0.978046067,35335.49614,-70662.99228
36552,572739,0.245265784,0.026658796,1.27948785,0.000335696,0.892140742,7383.959448,-14759.9189
36574,47280,0.530829568,0.020800221,1.335543861,0.000286479,0.957456753,30512.00687,-61016.01375
36574,248662,3.434671681,0.002748608,1.702569872,0.000442315,0.8892651,110424.712,-220841.424
36574,586114,1.360337046,0.002292479,1.71351043,0.000415591,0.830848797,33416.44348,-66824.88696
36574,715495,1.463186157,0.004844769,1.649930986,0.000597149,0.928388658,96843.14378,-193678.2876
36574,888352,0.900237895,0.012966169,1.435394425,0.000362099,0.937985152,33248.53114,-66489.06228
36875,93471,0.034296836,0.020669156,1.345847957,0.000300133,0.987987758,9547.774267,-19087.54853
36875,238191,0.006486889,0.036750734,1.21834616,0.000238187,1.040415127,9399.922616,-18791.84523
36875,437707,0.110133163,0.020975266,1.296068919,0.000191363,0.893595761,2802.046264,-5596.092528
36875,609136,0.457464357,0.021270821,1.339772411,0.000338867,0.945358598,38863.60227,-77719.20455
36875,688724,0.066440277,0.035622035,1.215958149,0.000241421,0.996594055,5252.534352,-10497.0687
36875,757344,0.159530804,0.036363923,1.166271577,0.000226199,0.883074205,1356.629902,-2705.259804
36875,927571,0.005128043,0.037863694,1.211559121,0.000238437,1.045179891,6847.496821,-13686.99364
36963,47810,0.290214392,0.015885197,1.401480383,0.00033942,0.977618172,36665.46506,-73322.93012
36963,311390,0.4728486,0.020298741,1.380974804,0.000692825,0.851560597,6568.899654,-13129.79931
36963,950075,0.15550086,0.036107398,1.243326069,0.000393124,1.0001091,10805.82799,-21603.65598
37001,63611,0.035623836,0.034107453,1.225620087,0.000226344,1.004404784,2291.169721,-4574.339442
37001,70434,0.152077187,0.010356526,1.44685534,0.000261027,0.925274417,7818.239157,-15628.47831
37001,964623,0.239167094,0.027666912,1.275507677,0.000292248,0.945234433,8322.021311,-16636.04262
38052,24079,0.155476377,0.019344671,1.315332777,0.000202561,0.896306412,5499.958881,-10991.91776
38052,49125,0.008233769,0.021985376,1.350951939,0.000367254,1.005583109,124039.7795,-248071.559
38052,49125,0.008233769,0.021985376,1.350951939,0.000367254,1.005583109,124039.7795,-248071.559
38052,96613,0.292523295,0.012191571,1.430716887,0.000304366,0.925824251,19715.7368,-39423.47361
38052,96613,0.292523295,0.012191571,1.430716887,0.000304366,0.925824251,19715.7368,-39423.47361
38052,119984,0.961386253,0.018006316,1.305256673,0.000222777,0.768416796,13474.75892,-26941.51785
38052,210879,0.031240685,0.021413974,1.338518018,0.000302075,0.983240755,3631.575692,-7255.151384
38052,413954,0.077854267,0.019087139,1.347631222,0.000260295,0.967649122,8434.815875,-16861.63175
38052,433818,0.055866807,0.020733436,1.324454692,0.000219144,0.983523306,9983.712247,-19959.42449
38052,460292,0.267471378,0.013512083,1.400909728,0.000268283,0.910935199,14628.62859,-29249.25719
38052,460292,0.267471378,0.013512083,1.400909728,0.000268283,0.910935199,14628.62859,-29249.25719
38052,468886,0.059983339,0.029805432,1.26375318,0.000257134,0.999837738,11791.81065,-23575.62131
38052,468886,0.059983339,0.029805432,1.26375318,0.000257134,0.999837738,11791.81065,-23575.62131
38052,471972,0.070666213,0.012463236,1.429198466,0.000294058,0.952172424,6378.748656,-12749.49731
38052,471972,0.070666213,0.012463236,1.429198466,0.000294058,0.952172424,6378.748656,-12749.49731
38052,554193,0.099219398,0.022003785,1.309933196,0.000236244,0.944594545,6195.41496,-12382.82992
38052,554193,0.099219398,0.022003785,1.309933196,0.000236244,0.944594545,6195.41496,-12382.82992
38052,565514,0.151114942,0.021729643,1.3061461,0.000237626,0.913334912,6321.504099,-12635.0082
38052,565514,0.151114942,0.021729643,1.3061461,0.000237626,0.913334912,6321.504099,-12635.0082
38052,567002,0.088030627,0.030154615,1.254766172,0.000275193,0.955590916,5001.678359,-9995.356718
38052,567002,0.088030627,0.030154615,1.254766172,0.000275193,0.955590916,5001.678359,-9995.356718
38052,695115,1.337565027,0.018743551,1.306274306,0.000219049,0.808238387,25795.11012,-51582.22023
38052,695115,1.337565027,0.018743551,1.306274306,0.000219049,0.808238387,25795.11012,-51582.22023
38052,712537,0.501856577,0.002837426,1.69721778,0.000406216,0.941869553,53060.86704,-106113.7341
38052,712537,0.501856577,0.002837426,1.69721778,0.000406216,0.941869553,53060.86704,-106113.7341
38052,901886,0.519653614,0.011123323,1.416776796,0.000278165,0.809586038,11091.7732,-22175.54641
38052,901886,0.519653614,0.011123323,1.416776796,0.000278165,0.809586038,11091.7732,-22175.54641
38293,28327,0.215987724,0.002004438,1.743367167,0.000385967,0.929470859,20249.81723,-40491.63446
38293,28327,0.215987724,0.002004438,1.743367167,0.000385967,0.929470859,20249.81723,-40491.63446
38293,35855,0.225921417,0.006679218,1.539594837,0.000346184,0.912073287,13197.33938,-26386.67876
38293,35855,0.225921417,0.006679218,1.539594837,0.000346184,0.912073287,13197.33938,-26386.67876
38293,260659,0.063513735,0.013223331,1.426595468,0.00031075,0.971954895,12209.36401,-24410.72802
38293,260659,0.063513735,0.013223331,1.426595468,0.00031075,0.971954895,12209.36401,-24410.72802
38293,263635,0.117762315,0.029975099,1.249883146,0.00021125,0.994019219,16889.8481,-33771.69621
38293,263635,0.117762315,0.029975099,1.249883146,0.00021125,0.994019219,16889.8481,-33771.69621
38293,265683,1.026679829,0.004516338,1.634521621,0.000429922,0.973928864,260742.3695,-521476.739
38293,265683,1.026679829,0.004516338,1.634521621,0.000429922,0.973928864,260742.3695,-521476.739
38293,281432,0.043553722,0.019093632,1.355881251,0.000271105,0.997614316,29048.67352,-58089.34704
38293,281432,0.043553722,0.019093632,1.355881251,0.000271105,0.997614316,29048.67352,-58089.34704
38293,353568,0.151937001,0.030619976,1.230867335,0.000268271,0.885458195,3089.025392,-6170.050783
38293,353568,0.151937001,0.030619976,1.230867335,0.000268271,0.885458195,3089.025392,-6170.050783
38293,394179,0.622355702,0.011709788,1.419251184,0.000257877,0.892471805,33184.95028,-66361.90056
38293,394179,0.622355702,0.011709788,1.419251184,0.000257877,0.892471805,33184.95028,-66361.90056
38293,457981,1.703117355,0.009266623,1.489540524,0.000382617,0.891267988,95909.00144,-191810.0029
38293,457981,1.703117355,0.009266623,1.489540524,0.000382617,0.891267988,95909.00144,-191810.0029
38293,474693,0.100063772,0.033451631,1.214686462,0.00020063,0.969255462,4961.899547,-9915.799094
38293,474693,0.100063772,0.033451631,1.214686462,0.00020063,0.969255462,4961.899547,-9915.799094
38293,896354,0.271879826,0.007396621,1.516887544,0.000297239,0.952017528,25417.34639,-50826.69277
38293,896354,0.271879826,0.007396621,1.516887544,0.000297239,0.952017528,25417.34639,-50826.69277
38610,25197,0.177908968,0.016599113,1.384258618,0.000328009,0.942458554,5058.42667,-10108.85334
38610,25197,0.177908968,0.016599113,1.384258618,0.000328009,0.942458554,5058.42667,-10108.85334
38610,31121,0.00745227,0.021701459,1.34378278,0.00031981,1.004066731,8397.469678,-16786.93936
38610,31121,0.00745227,0.021701459,1.34378278,0.00031981,1.004066731,8397.469678,-16786.93936
38610,49086,1.640934377,0.001756171,1.766220123,0.000393968,0.930763689,124277.5076,-248547.0153
38610,49086,1.640934377,0.001756171,1.766220123,0.000393968,0.930763689,124277.5076,-248547.0153
38610,80429,0.215818891,0.015804104,1.391921787,0.000326876,0.936828118,10041.61695,-20075.2339
38610,80429,0.215818891,0.015804104,1.391921787,0.000326876,0.936828118,10041.61695,-20075.2339
38610,260820,0.142523516,0.009991864,1.501829373,0.000455114,0.946550156,10392.93139,-20777.86277
38610,260820,0.142523516,0.009991864,1.501829373,0.000455114,0.946550156,10392.93139,-20777.86277
38610,278238,0.07900555,0.014889089,1.396758087,0.000280506,0.963052917,9041.106154,-18074.21231
38610,278238,0.07900555,0.014889089,1.396758087,0.000280506,0.963052917,9041.106154,-18074.21231
38610,317106,0.055789186,0.017518458,1.358878397,0.000256135,0.949448021,2251.97513,-4495.95026
38610,317106,0.055789186,0.017518458,1.358878397,0.000256135,0.949448021,2251.97513,-4495.95026
38610,317316,0.363208865,0.031443644,1.245081759,0.000277223,0.95503544,16784.52406,-33561.04813
38610,317316,0.363208865,0.031443644,1.245081759,0.000277223,0.95503544,16784.52406,-33561.04813
38610,378279,3.639138059,8.86E-29,15.65519273,0.34643628,3.37E-23,821.8509009,-1635.701802
38610,378279,3.639138059,8.86E-29,15.65519273,0.34643628,3.37E-23,821.8509009,-1635.701802
38610,427365,0.015518841,0.026067334,1.294654463,0.000280301,0.985160465,1376.368686,-2744.737373
38610,427365,0.015518841,0.026067334,1.294654463,0.000280301,0.985160465,1376.368686,-2744.737373
38610,531930,0.301629836,0.032470524,1.208472779,0.00022813,0.894663567,2852.730168,-5697.460335
38610,531930,0.301629836,0.032470524,1.208472779,0.00022813,0.894663567,2852.730168,-5697.460335
38610,568569,0.485030084,0.012977125,1.424371875,0.000330898,0.917013697,21764.06079,-43520.12158
38610,568569,0.485030084,0.012977125,1.424371875,0.000330898,0.917013697,21764.06079,-43520.12158
38610,602864,0.113163254,0.004804258,1.645364506,0.000585026,0.908178984,4245.416898,-8482.833796
38610,602864,0.113163254,0.004804258,1.645364506,0.000585026,0.908178984,4245.416898,-8482.833796
38610,675676,1.327971415,0.00140087,1.789194893,0.000373714,0.899804964,83582.00952,-167156.019
38610,675676,1.327971415,0.00140087,1.789194893,0.000373714,0.899804964,83582.00952,-167156.019
38610,723335,0.069585989,0.007045942,1.583437897,0.000587321,0.927053524,2813.122528,-5618.245056
38610,723335,0.069585989,0.007045942,1.583437897,0.000587321,0.927053524,2813.122528,-5618.245056
38610,729959,0.320274394,0.010713095,1.392240567,0.000272606,0.683109498,1495.552454,-2983.104907
38610,729959,0.320274394,0.010713095,1.392240567,0.000272606,0.683109498,1495.552454,-2983.104907
38610,941436,0.217888069,0.004194153,1.649828364,0.000464995,0.945001406,10897.53206,-21787.06413
38610,941436,0.217888069,0.004194153,1.649828364,0.000464995,0.945001406,10897.53206,-21787.06413
38683,357365,0.459383641,0.006771084,1.481154296,0.000473687,0.5597257,149.5897281,-291.1794563
38683,357365,0.459383641,0.006771084,1.481154296,0.000473687,0.5597257,149.5897281,-291.1794563
38683,697556,0.442080046,0.00186175,1.81644877,0.000914589,0.690233264,457.9323715,-907.8647431
38683,697556,0.442080046,0.00186175,1.81644877,0.000914589,0.690233264,457.9323715,-907.8647431
38683,871991,9.111711951,0.000506864,2.11552369,0.001023339,0.983574094,499209.2446,-998410.4892
38683,871991,9.111711951,0.000506864,2.11552369,0.001023339,0.983574094,499209.2446,-998410.4892
38683,918836,0.521427492,0.007725919,1.511446566,0.000447688,0.779824505,947.2012134,-1886.402427
38683,918836,0.521427492,0.007725919,1.511446566,0.000447688,0.779824505,947.2012134,-1886.402427
38683,998230,0.889356997,0.001820392,1.78477392,0.000520476,0.875595141,4586.296408,-9164.592815
38683,998230,0.889356997,0.001820392,1.78477392,0.000520476,0.875595141,4586.296408,-9164.592815
38815,51952,0.132681322,0.0131913,1.417208148,0.000344523,0.880309853,3102.234367,-6196.468733
38815,51952,0.132681322,0.0131913,1.417208148,0.000344523,0.880309853,3102.234367,-6196.468733
38815,57697,0.092244648,0.01267919,1.418707975,0.000330668,0.868037128,800.4783367,-1592.956673
38815,57697,0.092244648,0.01267919,1.418707975,0.000330668,0.868037128,800.4783367,-1592.956673
38815,86083,0.11240293,0.012026136,1.436075697,0.000338603,0.89925248,3133.824281,-6259.648563
38815,86083,0.11240293,0.012026136,1.436075697,0.000338603,0.89925248,3133.824281,-6259.648563
38815,222343,0.161537025,0.014826264,1.440069607,0.000474553,0.977634072,20509.23136,-41010.46272
38815,222343,0.161537025,0.014826264,1.440069607,0.000474553,0.977634072,20509.23136,-41010.46272
38815,435595,0.039988722,0.024351673,1.301737968,0.000274516,0.958336708,1538.024857,-3068.049715
38815,435595,0.039988722,0.024351673,1.301737968,0.000274516,0.958336708,1538.024857,-3068.049715
38815,535099,0.556335317,0.004496397,1.607868263,0.00037721,0.891336022,22150.14693,-44292.29386
38815,535099,0.556335317,0.004496397,1.607868263,0.00037721,0.891336022,22150.14693,-44292.29386
38815,555530,0.169018189,0.012857308,1.425427272,0.000416436,0.828821843,1822.082956,-3636.165913
38815,555530,0.169018189,0.012857308,1.425427272,0.000416436,0.828821843,1822.082956,-3636.165913
38815,571735,0.427742223,0.002837395,1.646446652,0.000327106,0.786058102,8828.382648,-17648.7653
38815,571735,0.427742223,0.002837395,1.646446652,0.000327106,0.786058102,8828.382648,-17648.7653
38815,623986,0.041135596,0.034088396,1.205739022,0.00021607,0.940604403,486.3461972,-964.6923945
38815,623986,0.041135596,0.034088396,1.205739022,0.00021607,0.940604403,486.3461972,-964.6923945
38815,660768,0.635511313,0.028483896,1.252682558,0.000294205,0.879700207,11228.8134,-22449.6268
38815,660768,0.635511313,0.028483896,1.252682558,0.000294205,0.879700207,11228.8134,-22449.6268
38815,701515,0.371630817,0.009382571,1.445789508,0.000306947,0.77485861,4861.523443,-9715.046886
38815,701515,0.371630817,0.009382571,1.445789508,0.000306947,0.77485861,4861.523443,-9715.046886
