egoid,alterid,mu,k,p,c,branching factor,log likelihood,AIC
21090,906898,0.006603447,0.012410087,1.429789524,0.000265105,0.994710029,4309.40883,-8610.817661
21090,995742,1.350272977,0.001044375,1.896317076,0.000558634,0.959401639,284452.1722,-568896.3444
21380,21899,0.184109069,0.031507768,1.242326373,0.000266661,0.955215065,7844.853768,-15681.70754
21380,78783,0.177028874,0.028861259,1.239611698,0.000243354,0.884517856,1755.77229,-3503.54458
21380,210995,0.023513614,0.048001013,1.144541953,0.000232282,1.113063026,4461.203827,-8914.407655
21380,378496,0.030850827,0.040037706,1.198119186,0.000251621,1.043815285,8240.597401,-16473.1948
21380,394418,0.198806138,0.040721925,1.157747865,0.00018076,1.005307241,4773.673796,-9539.347592
21380,443817,0.052271008,0.037531594,1.191822978,0.000184774,1.017748329,4547.540507,-9087.081015
21380,511525,0.076272915,0.036306691,1.21649303,0.000254342,1.006339554,10126.31335,-20244.6267
21380,604064,0.07400616,0.040629193,1.195002357,0.000286004,1.022854898,8380.694139,-16753.38828
21380,631834,0.093223725,0.03909006,1.174579187,0.000176594,1.012217654,3087.64874,-6167.297481
21380,688783,0.233866464,0.014393099,1.406071686,0.000330781,0.918052263,3721.504696,-7435.009393
21380,692188,0.103623228,0.020650611,1.338413246,0.000277583,0.975187897,13139.76115,-26271.5223
21380,707636,0.027066036,0.037527502,1.209585596,0.000270091,1.002056523,795.8996139,-1583.799228
21380,761837,0.034201286,0.041316674,1.19409008,0.000279629,1.041849834,7939.210683,-15870.42137
21380,918796,0.008993122,0.036059455,1.225734389,0.000257014,1.032328118,9180.160222,-18352.32044
21793,655987,0.480949434,0.003384965,1.68354752,0.000488165,0.908463667,11234.32314,-22460.64628
21899,78783,0.550703858,0.007946029,1.512024084,0.000402018,0.850291146,8032.312321,-16056.62464
21899,325555,0.013578961,0.033743657,1.264617537,0.000383655,1.022168836,28391.17904,-56774.35807
21899,443817,0.213730923,0.022640915,1.288904679,0.000250688,0.859897183,3177.379362,-6346.758724
21899,451908,0.025190859,0.039738067,1.209406272,0.000286857,1.047138577,24193.41731,-48378.83462
21899,513492,1.340654673,0.012665923,1.407739665,0.000261523,0.897381234,33119.13738,-66230.27476
21899,515298,1.733662062,0.020260726,1.34584596,0.000347341,0.920741349,49311.41204,-98614.82408
21899,838190,0.228262548,0.026566055,1.291083019,0.000279752,0.987630264,25873.84718,-51739.69436
21899,845243,0.488278127,0.024379267,1.335438571,0.000513488,0.922195054,13089.35316,-26170.70632
21932,223657,0.041501096,0.037146234,1.071472629,0.000175224,0.964395681,-222.9219087,453.8438175
21932,248662,0.01539047,0.05580105,1.107458653,0.000197696,1.298458281,2652.651894,-5297.303788
21932,271162,0.058158304,0.061523712,1.009748718,0.000234815,6.846613316,-139.7601666,287.5203331
21932,295932,0.044650726,0.03770938,1.119913946,0.000194937,0.875937307,-70.46170785,148.9234157
21932,316892,0.008264186,0.028449198,1.236144226,0.00030685,0.813738115,12.74210579,-17.48421158
