egoid,alterid,timestamp,outgoing
10153,574915,2015-12-16 22:00:31.000,1
10153,574915,2015-08-22 19:06:14.000,1
10153,574915,2015-12-16 23:37:42.000,0
10153,574915,2015-12-16 23:05:43.000,1
10153,574915,2015-12-16 23:05:04.000,0
10153,574915,2016-01-19 13:34:17.000,1
10153,574915,2015-10-17 10:41:46.000,0
10153,574915,2015-08-22 19:20:10.000,0
10153,574915,2015-08-22 19:12:26.000,1
10153,574915,2015-09-04 09:16:36.000,1
10153,574915,2015-10-17 10:34:50.000,1
10153,574915,2015-10-10 20:34:50.000,0
10153,574915,2015-10-10 20:38:40.000,1
10153,574915,2015-10-10 20:39:59.000,0
10153,574915,2015-09-27 10:55:45.000,1
10153,574915,2015-09-27 10:54:48.000,0
10153,574915,2015-11-16 18:20:28.000,0
10153,574915,2015-08-22 13:07:41.000,1
10153,574915,2015-11-16 18:14:33.000,1
10153,574915,2015-12-16 23:21:12.000,0
10153,574915,2015-11-16 18:14:23.000,1
10153,574915,2015-08-22 13:14:47.000,0
10153,574915,2015-09-27 11:00:46.000,0
10153,574915,2015-08-22 13:15:33.000,1
10153,574915,2015-08-22 13:16:00.000,0
10153,574915,2015-12-16 23:09:32.000,0
10153,574915,2015-12-16 23:36:07.000,1
10153,574915,2015-09-27 11:08:14.000,1
10153,574915,2015-12-16 23:33:12.000,0
10153,574915,2015-11-16 17:42:12.000,0
10153,574915,2015-11-16 17:50:07.000,0
10153,574915,2015-12-16 23:15:01.000,1
10153,574915,2015-10-10 20:43:59.000,1
10153,574915,2016-01-10 17:17:18.000,1
10153,574915,2015-12-16 23:30:03.000,1
10153,574915,2015-10-17 23:50:26.000,0
10153,574915,2015-10-17 23:51:51.000,1
10153,574915,2015-09-20 18:17:51.000,0
10153,574915,2015-12-04 18:49:02.000,0
10153,574915,2015-09-20 18:15:54.000,1
10153,574915,2015-11-26 01:45:50.000,0
10153,574915,2015-11-26 01:46:06.000,0
10153,574915,2015-12-04 18:23:39.000,0
10153,574915,2015-12-07 18:06:46.000,0
10153,574915,2015-11-25 23:41:36.000,0
10153,574915,2015-11-25 23:41:36.000,0
10153,574915,2015-11-25 23:47:48.000,1
10153,574915,2015-11-25 23:47:57.000,1
10153,574915,2015-11-25 23:49:05.000,0
10153,574915,2015-11-25 23:50:50.000,1
10153,574915,2015-10-17 23:40:08.000,0
10153,574915,2015-10-17 23:43:48.000,1
10153,574915,2015-09-26 21:24:47.000,1
10153,574915,2015-11-25 23:56:25.000,0
10153,574915,2015-11-26 00:00:21.000,1
10153,574915,2015-09-20 18:03:05.000,1
10153,574915,2015-09-20 18:02:30.000,0
10153,574915,2015-09-20 18:01:22.000,1
10153,574915,2015-09-20 17:51:12.000,1
10153,574915,2015-09-26 21:41:49.000,0
10153,574915,2015-09-26 21:40:37.000,1
10153,574915,2015-09-26 21:40:06.000,0
10153,574915,2015-09-20 18:00:22.000,0
10153,574915,2015-09-04 20:06:55.000,1
10153,574915,2015-09-20 18:14:18.000,0
10153,574915,2015-09-20 18:09:39.000,1
10153,574915,2015-09-20 18:08:21.000,0
10153,574915,2015-10-17 23:23:03.000,1
10153,574915,2015-09-24 00:19:53.000,1
