egoid,alterid,timestamp,outgoing
10469,207787,2016-01-16 00:26:18.000,0
10469,207787,2016-01-16 00:25:04.000,1
10469,207787,2016-01-15 23:59:32.000,1
10469,207787,2016-01-15 23:59:43.000,1
10469,207787,2016-01-16 00:00:09.000,1
10469,207787,2016-01-16 00:02:14.000,1
10469,207787,2016-01-16 00:03:09.000,0
10469,207787,2016-01-15 23:59:18.000,0
10469,207787,2016-01-15 23:59:05.000,0
10469,207787,2016-01-15 23:59:01.000,0
10469,207787,2016-01-15 23:51:35.000,1
10469,207787,2016-01-15 23:51:29.000,1
10469,207787,2016-01-15 23:33:15.000,0
10469,207787,2016-01-15 23:31:13.000,1
10469,207787,2016-01-15 23:30:56.000,1
10469,207787,2016-01-15 23:30:50.000,1
10469,207787,2016-01-16 00:16:16.000,1
10469,207787,2016-01-15 23:30:05.000,0
10469,207787,2016-01-15 23:29:19.000,1
10469,207787,2016-01-15 23:29:09.000,1
10469,207787,2016-01-15 23:18:39.000,0
10469,207787,2016-01-15 23:18:20.000,0
10469,207787,2016-01-16 00:21:40.000,0
10469,207787,2016-01-16 00:24:32.000,1
10469,207787,2016-01-16 00:24:42.000,1
10469,207787,2015-11-24 20:04:31.000,1
10469,207787,2015-12-07 16:17:41.000,1
10469,207787,2015-12-07 15:07:30.000,1
10469,207787,2015-12-07 15:06:55.000,1
10469,207787,2015-11-03 19:53:02.000,0
10469,207787,2015-11-03 19:52:53.000,0
10469,207787,2015-11-03 19:41:26.000,0
10469,207787,2015-12-29 13:44:38.000,1
10469,207787,2015-10-27 23:34:19.000,1
10469,207787,2015-12-29 14:03:56.000,0
10469,207787,2015-11-03 19:30:10.000,1
10469,207787,2015-11-03 19:29:24.000,1
10469,207787,2015-10-23 15:47:29.000,1
10469,207787,2015-11-03 19:29:14.000,1
10469,207787,2015-11-03 18:22:58.000,1
10469,207787,2015-11-03 19:28:58.000,1
10469,207787,2015-12-29 13:52:12.000,1
10469,207787,2015-11-03 18:21:40.000,1
10469,207787,2015-11-03 18:21:18.000,1
10469,207787,2015-10-23 15:45:10.000,0
10469,207787,2015-10-27 23:34:05.000,1
10469,207787,2015-11-03 19:28:40.000,1
10469,207787,2015-10-23 15:33:30.000,1
10469,207787,2015-12-29 14:23:13.000,1
10469,207787,2015-12-29 14:23:30.000,0
10469,207787,2015-12-29 14:23:36.000,0
10469,207787,2015-10-27 23:33:46.000,1
10469,207787,2015-12-29 13:51:53.000,0
10469,207787,2015-12-29 13:00:36.000,0
10469,207787,2015-11-03 18:02:12.000,0
10469,207787,2016-01-09 18:37:57.000,0
10469,207787,2015-10-27 23:33:58.000,1
10469,207787,2015-12-29 14:06:39.000,0
10469,207787,2015-11-13 15:44:17.000,0
10469,207787,2015-11-13 15:44:31.000,1
10469,207787,2015-10-23 15:54:30.000,0
10469,207787,2015-11-13 15:24:41.000,1
10469,207787,2015-11-13 15:20:19.000,0
10469,207787,2015-10-23 15:55:38.000,0
10469,207787,2015-10-23 15:58:52.000,0
10469,207787,2015-10-23 16:00:19.000,1
10469,207787,2015-12-29 14:21:48.000,1
10469,207787,2015-10-23 16:00:28.000,1
10469,207787,2015-10-23 16:00:34.000,1
10469,207787,2015-12-29 14:06:51.000,0
10469,207787,2015-10-23 16:00:39.000,1
10469,207787,2015-11-13 15:48:12.000,0
10469,207787,2015-11-13 15:05:01.000,1
10469,207787,2015-10-23 16:00:44.000,1
10469,207787,2015-10-23 16:00:54.000,0
10469,207787,2015-11-13 15:04:39.000,0
10469,207787,2015-11-13 15:04:17.000,1
10469,207787,2015-11-13 15:04:09.000,1
10469,207787,2015-11-13 15:03:55.000,0
10469,207787,2015-11-13 15:01:54.000,1
10469,207787,2015-11-13 15:01:32.000,1
10469,207787,2015-11-13 15:01:22.000,1
10469,207787,2015-12-29 14:21:38.000,0
10469,207787,2015-11-13 15:01:10.000,0
10469,207787,2015-11-13 15:00:48.000,1
10469,207787,2015-11-13 15:00:08.000,0
10469,207787,2015-11-03 21:37:43.000,1
10469,207787,2015-11-13 14:57:36.000,0
10469,207787,2015-11-03 21:37:29.000,1
10469,207787,2015-11-13 14:56:36.000,1
10469,207787,2015-11-13 14:56:01.000,1
10469,207787,2015-11-13 14:55:58.000,1
10469,207787,2015-11-13 14:55:49.000,1
10469,207787,2015-11-13 14:55:43.000,1
10469,207787,2015-11-03 21:36:44.000,1
10469,207787,2015-11-13 14:55:43.000,1
10469,207787,2015-11-13 14:55:22.000,0
10469,207787,2015-10-23 15:54:09.000,1
10469,207787,2015-11-03 21:35:30.000,0
10469,207787,2015-11-03 21:34:44.000,1
10469,207787,2015-11-03 20:00:17.000,1
10469,207787,2015-11-13 14:35:16.000,1
10469,207787,2015-11-13 14:35:08.000,1
10469,207787,2015-11-03 21:33:55.000,0
10469,207787,2015-11-03 19:59:54.000,1
10469,207787,2015-11-03 21:33:28.000,1
10469,207787,2015-11-03 21:33:09.000,0
10469,207787,2015-11-03 18:37:30.000,0
10469,207787,2015-11-03 19:59:43.000,1
10469,207787,2015-11-03 21:32:45.000,1
10469,207787,2015-11-03 21:32:16.000,0
10469,207787,2015-11-03 21:31:16.000,0
10469,207787,2015-10-23 15:54:04.000,0
10469,207787,2015-12-29 14:07:33.000,1
10469,207787,2015-12-29 14:07:30.000,1
10469,207787,2015-10-31 13:04:03.000,1
10469,207787,2015-12-29 14:01:11.000,0
10469,207787,2015-12-29 14:01:21.000,0
10469,207787,2015-12-29 14:01:33.000,1
10469,207787,2015-12-29 14:27:59.000,1
10469,207787,2015-12-29 14:27:36.000,0
10469,207787,2015-12-29 14:26:29.000,1
10469,207787,2015-12-29 14:26:22.000,1
10469,207787,2015-11-20 19:52:33.000,0
10469,207787,2015-12-29 13:25:50.000,0
10469,207787,2015-12-29 13:23:06.000,1
10469,207787,2015-12-29 13:22:54.000,1
10469,207787,2016-01-09 19:23:09.000,1
10469,207787,2015-11-27 18:36:17.000,1
10469,207787,2016-01-11 20:01:29.000,1
10469,207787,2016-01-11 20:01:19.000,1
10469,207787,2016-01-11 20:17:03.000,0
10469,207787,2016-01-11 20:42:56.000,1
10469,207787,2016-01-11 20:43:41.000,0
10469,207787,2015-10-22 21:28:35.000,0
10469,207787,2016-01-11 20:40:25.000,1
10469,207787,2015-10-22 21:16:35.000,1
10469,207787,2015-10-22 21:25:23.000,0
10469,207787,2016-01-11 19:32:57.000,0
10469,207787,2015-10-22 21:26:15.000,1
10469,207787,2015-10-22 21:26:18.000,1
10469,207787,2015-10-22 21:27:54.000,1
10469,207787,2015-10-22 21:27:47.000,1
10469,207787,2015-10-22 21:26:43.000,0
10469,207787,2016-01-11 20:42:21.000,0
10469,207787,2016-01-03 20:51:14.000,1
10469,207787,2015-12-22 20:17:40.000,0
10469,207787,2016-01-11 20:03:28.000,1
10469,207787,2016-01-11 20:03:14.000,1
10469,207787,2015-12-22 20:19:50.000,1
10469,207787,2016-01-11 19:32:55.000,0
10469,207787,2015-11-18 10:17:00.000,1
10469,207787,2016-01-03 20:47:21.000,0
10469,207787,2016-01-18 15:51:17.000,0
10469,207787,2016-01-03 20:46:08.000,1
10469,207787,2016-01-18 15:51:24.000,0
10469,207787,2016-01-11 19:32:55.000,0
10469,207787,2016-01-11 20:44:03.000,1
10469,207787,2016-01-03 20:40:08.000,1
10469,207787,2016-01-03 20:40:04.000,0
10469,207787,2016-01-03 20:40:00.000,0
10469,207787,2015-12-22 19:37:47.000,1
10469,207787,2016-01-18 15:56:07.000,1
10469,207787,2016-01-18 15:57:03.000,0
10469,207787,2016-01-18 15:58:17.000,1
10469,207787,2016-01-18 15:58:22.000,1
10469,207787,2016-01-18 15:58:29.000,1
10469,207787,2016-01-18 16:03:34.000,0
10469,207787,2016-01-11 19:32:57.000,0
10469,207787,2015-12-21 15:03:59.000,1
10469,207787,2016-01-09 23:13:47.000,1
10469,207787,2015-12-21 15:05:14.000,1
10469,207787,2016-01-09 23:23:23.000,1
10469,207787,2016-01-09 23:13:25.000,1
10469,207787,2016-01-09 23:23:18.000,1
10469,207787,2016-01-09 23:13:16.000,1
10469,207787,2016-01-09 23:28:03.000,1
10469,207787,2016-01-17 16:34:40.000,1
10469,207787,2016-01-10 17:50:47.000,0
10469,207787,2016-01-10 18:28:52.000,1
10469,207787,2015-10-24 22:01:34.000,1
10469,207787,2015-10-24 21:39:49.000,1
10469,207787,2015-10-24 21:40:05.000,1
10469,207787,2015-12-21 20:57:17.000,1
10469,207787,2016-01-10 18:24:40.000,1
10469,207787,2016-01-04 15:12:51.000,1
10469,207787,2016-01-04 15:12:55.000,0
10469,207787,2016-01-04 14:58:49.000,1
10469,207787,2016-01-15 21:31:51.000,1
10469,207787,2015-12-11 18:09:22.000,1
10469,207787,2016-01-15 21:31:47.000,1
10469,207787,2015-11-07 17:41:46.000,0
10469,207787,2015-11-07 17:39:19.000,1
10469,207787,2015-12-27 18:40:52.000,1
10469,207787,2015-12-30 21:19:08.000,1
10469,207787,2015-11-03 22:03:56.000,0
10469,207787,2015-11-03 22:03:45.000,0
10469,207787,2015-11-03 22:03:39.000,0
10469,207787,2015-11-07 15:55:37.000,1
10469,207787,2015-11-07 15:56:10.000,1
10469,207787,2015-11-07 15:56:44.000,1
10469,207787,2016-01-03 02:57:36.000,0
10469,207787,2015-11-07 16:45:20.000,0
10469,207787,2015-10-31 19:33:43.000,1
10469,207787,2016-01-14 22:08:28.000,1
10469,207787,2015-12-27 19:23:39.000,0
10469,207787,2015-12-27 19:21:41.000,1
10469,207787,2015-12-27 19:19:59.000,1
10469,207787,2016-04-23 22:57:49.000,1
10469,207787,2016-04-23 22:57:47.000,1
10469,207787,2016-05-13 18:25:58.000,0
10469,207787,2016-08-19 22:25:49.000,0
10469,207787,2016-07-14 12:23:44.000,1
10469,207787,2016-06-21 22:15:58.000,1
10469,207787,2016-07-14 12:23:55.000,1
10469,207787,2016-04-23 22:57:04.000,0
10469,207787,2016-08-19 22:22:48.000,1
10469,207787,2016-06-21 22:35:10.000,1
10469,207787,2016-04-23 22:57:04.000,0
10469,207787,2016-06-09 21:29:33.000,0
10469,207787,2016-07-14 12:24:10.000,1
10469,207787,2016-06-09 21:29:10.000,0
10469,207787,2016-06-21 22:24:38.000,0
10469,207787,2016-06-21 22:24:42.000,0
10469,207787,2016-05-13 17:54:08.000,0
10469,207787,2016-06-09 21:28:55.000,1
10469,207787,2016-06-09 21:30:22.000,1
10469,207787,2016-05-26 11:15:00.000,1
10469,207787,2016-05-26 11:15:06.000,1
10469,207787,2016-05-26 11:15:25.000,1
10469,207787,2016-06-21 22:29:19.000,1
10469,207787,2016-04-23 22:56:58.000,0
10469,207787,2016-07-14 12:24:22.000,1
10469,207787,2016-05-13 18:39:27.000,0
10469,207787,2016-08-20 10:31:18.000,1
10469,207787,2016-07-14 12:24:33.000,0
10469,207787,2016-08-20 10:55:15.000,0
10469,207787,2016-04-23 22:56:53.000,0
10469,207787,2016-05-13 18:28:16.000,0
10469,207787,2016-05-13 18:40:53.000,0
10469,207787,2016-05-13 17:56:16.000,0
10469,207787,2016-07-14 12:27:44.000,0
10469,207787,2016-05-13 18:21:45.000,1
10469,207787,2016-05-13 17:56:35.000,1
10469,207787,2016-07-14 12:27:50.000,1
10469,207787,2016-06-09 21:30:38.000,0
10469,207787,2016-05-13 17:57:03.000,1
10469,207787,2016-05-13 17:56:41.000,1
10469,207787,2016-05-13 18:28:18.000,1
10469,207787,2016-05-13 17:56:48.000,1
10469,207787,2016-06-09 21:30:33.000,1
10469,207787,2016-04-23 22:58:52.000,1
10469,207787,2016-08-19 22:26:39.000,0
10469,207787,2016-06-09 21:30:49.000,0
10469,207787,2016-05-13 18:39:01.000,1
10469,207787,2016-06-09 21:30:16.000,1
10469,207787,2016-04-23 22:58:22.000,1
10469,207787,2016-03-29 06:35:44.000,0
10469,207787,2016-08-20 10:20:45.000,1
10469,207787,2016-05-13 18:24:00.000,0
10469,207787,2016-05-13 19:30:08.000,0
10469,207787,2016-08-19 22:26:13.000,1
10469,207787,2016-05-13 19:30:08.000,0
10469,207787,2016-06-09 21:30:20.000,1
10469,207787,2016-06-09 21:31:11.000,0
10469,207787,2016-05-13 18:40:26.000,1
10469,207787,2016-06-21 22:29:08.000,1
10469,207787,2016-06-09 21:31:24.000,1
10469,207787,2016-04-23 22:58:12.000,1
10469,207787,2016-06-21 22:23:39.000,1
10469,207787,2016-04-23 22:58:10.000,1
10469,207787,2016-08-20 10:42:30.000,1
10469,207787,2016-04-23 22:57:59.000,1
10469,207787,2016-05-13 19:30:20.000,1
10469,207787,2016-04-23 22:57:53.000,1
10469,207787,2016-07-14 12:14:56.000,0
10469,207787,2016-07-14 12:14:56.000,0
10469,207787,2016-05-13 18:40:36.000,0
10469,207787,2016-06-21 22:15:57.000,0
10469,207787,2016-08-20 10:03:11.000,1
10469,207787,2016-08-20 10:03:05.000,1
10469,207787,2016-07-19 12:38:24.000,1
10469,207787,2016-06-03 20:12:38.000,1
10469,207787,2016-07-23 17:33:27.000,1
10469,207787,2016-05-13 19:47:21.000,1
10469,207787,2016-07-23 17:33:18.000,1
10469,207787,2016-08-20 10:04:45.000,1
10469,207787,2016-07-23 17:32:48.000,0
10469,207787,2016-06-09 20:42:08.000,1
10469,207787,2016-07-23 17:32:48.000,0
10469,207787,2016-05-17 15:46:01.000,1
10469,207787,2016-06-21 22:31:11.000,0
10469,207787,2016-05-26 11:53:33.000,0
10469,207787,2016-06-21 22:30:48.000,1
10469,207787,2016-05-13 18:30:21.000,0
10469,207787,2016-08-20 10:04:58.000,0
10469,207787,2016-06-21 22:16:19.000,1
10469,207787,2016-05-17 15:46:14.000,1
10469,207787,2016-05-26 11:51:28.000,0
10469,207787,2016-05-17 15:46:20.000,1
10469,207787,2016-06-21 22:30:30.000,1
10469,207787,2016-04-23 22:55:29.000,0
10469,207787,2016-05-13 18:29:49.000,1
10469,207787,2016-04-23 22:55:35.000,1
10469,207787,2016-04-23 22:55:40.000,0
10469,207787,2016-04-23 22:55:48.000,1
10469,207787,2016-06-09 20:42:35.000,0
10469,207787,2016-06-21 22:31:04.000,1
10469,207787,2016-08-02 10:20:30.000,0
10469,207787,2016-08-02 10:20:18.000,0
10469,207787,2016-08-20 10:05:04.000,1
10469,207787,2016-07-13 22:42:19.000,0
10469,207787,2016-06-21 22:16:11.000,1
10469,207787,2016-07-13 22:41:58.000,0
10469,207787,2016-05-17 15:44:00.000,0
10469,207787,2016-07-13 22:42:20.000,0
10469,207787,2016-07-13 22:42:21.000,0
10469,207787,2016-08-20 09:59:24.000,0
10469,207787,2016-05-17 15:45:44.000,1
10469,207787,2016-06-21 21:47:15.000,1
10469,207787,2016-08-20 09:58:53.000,1
10469,207787,2016-07-13 22:42:22.000,0
10469,207787,2016-08-20 09:58:42.000,0
10469,207787,2016-08-20 09:58:28.000,1
10469,207787,2016-06-21 22:16:54.000,1
10469,207787,2016-08-20 09:58:10.000,0
10469,207787,2016-07-21 21:28:27.000,1
10469,207787,2016-05-17 15:45:54.000,1
10469,207787,2016-08-20 09:58:00.000,1
10469,207787,2016-08-20 09:57:55.000,1
10469,207787,2016-08-20 09:57:40.000,0
10469,207787,2016-08-20 09:57:04.000,1
10469,207787,2016-07-19 12:38:40.000,0
10469,207787,2016-06-21 21:47:22.000,1
10469,207787,2016-07-23 17:34:51.000,0
10469,207787,2016-07-23 17:34:45.000,1
10469,207787,2016-06-21 22:16:32.000,0
10469,207787,2016-07-23 17:34:37.000,0
10469,207787,2016-07-23 17:34:30.000,1
10469,207787,2016-07-14 13:06:08.000,0
10469,207787,2016-07-23 17:33:40.000,0
10469,207787,2016-07-23 17:33:34.000,1
10469,207787,2016-03-09 18:33:16.000,0
10469,207787,2016-06-21 22:31:00.000,1
10469,207787,2016-08-20 09:56:45.000,1
10469,207787,2016-05-30 23:58:20.000,0
10469,207787,2016-08-19 22:31:50.000,1
10469,207787,2016-04-23 22:56:28.000,1
10469,207787,2016-05-17 15:46:49.000,0
10469,207787,2016-03-09 18:41:54.000,1
10469,207787,2016-04-23 22:56:18.000,1
10469,207787,2016-05-30 23:57:48.000,1
10469,207787,2016-05-31 00:00:45.000,1
10469,207787,2016-05-31 00:00:35.000,0
10469,207787,2016-06-21 22:30:07.000,1
10469,207787,2016-05-13 18:29:34.000,1
10469,207787,2016-06-21 22:31:07.000,0
10469,207787,2016-04-23 22:56:14.000,1
10469,207787,2016-05-17 15:45:35.000,1
10469,207787,2016-07-23 17:20:42.000,1
10469,207787,2016-06-21 22:17:52.000,1
10469,207787,2016-07-23 17:20:35.000,1
10469,207787,2016-04-23 22:56:33.000,0
10469,207787,2016-04-23 22:55:58.000,0
10469,207787,2016-07-14 13:42:24.000,0
10469,207787,2016-04-23 22:55:58.000,0
10469,207787,2016-05-31 00:00:13.000,1
10469,207787,2016-04-23 22:55:58.000,0
10469,207787,2016-05-31 00:00:24.000,1
10469,207787,2016-08-20 10:05:11.000,0
10469,207787,2016-06-21 22:29:59.000,1
10469,207787,2016-04-23 22:56:37.000,1
10469,207787,2016-05-31 00:00:19.000,1
10469,207787,2016-04-23 22:55:58.000,0
10469,207787,2016-06-21 22:30:16.000,1
10469,207787,2016-07-21 21:18:09.000,1
10469,207787,2016-07-14 12:28:39.000,1
10469,207787,2016-08-20 10:05:08.000,1
10469,207787,2016-08-02 10:20:01.000,0
10469,207787,2016-05-13 18:28:42.000,1
10469,207787,2016-07-17 22:43:56.000,0
10469,207787,2016-08-12 09:08:19.000,1
10469,207787,2016-06-15 18:15:05.000,1
10469,207787,2016-05-12 17:25:17.000,1
10469,207787,2016-08-12 09:09:54.000,1
10469,207787,2016-07-17 22:28:52.000,1
10469,207787,2016-08-01 00:54:29.000,1
10469,207787,2016-08-12 09:04:43.000,1
10469,207787,2016-08-12 09:11:43.000,1
10469,207787,2016-08-20 22:02:22.000,1
10469,207787,2016-06-10 09:16:09.000,0
10469,207787,2016-06-10 09:16:05.000,0
10469,207787,2016-06-10 09:16:05.000,0
10469,207787,2016-06-10 09:16:05.000,0
10469,207787,2016-06-10 09:16:16.000,0
10469,207787,2016-06-10 09:16:19.000,0
10469,207787,2016-06-10 09:16:22.000,0
10469,207787,2016-05-12 17:20:32.000,1
10469,207787,2016-05-28 16:15:23.000,1
10469,207787,2016-06-10 09:18:42.000,0
10469,207787,2016-06-10 09:18:58.000,0
10469,207787,2016-06-15 18:18:47.000,1
10469,207787,2016-05-28 16:14:56.000,1
10469,207787,2016-06-15 18:36:24.000,1
10469,207787,2016-06-28 15:16:41.000,1
10469,207787,2016-07-17 22:43:56.000,0
10469,207787,2016-06-28 16:04:26.000,1
10469,207787,2016-08-05 21:14:34.000,1
10469,207787,2016-05-28 16:13:52.000,0
10469,207787,2016-05-28 16:13:52.000,0
10469,207787,2016-02-21 23:25:47.000,1
10469,207787,2016-05-28 16:15:50.000,1
10469,207787,2016-05-28 16:13:52.000,0
10469,207787,2016-05-28 16:13:52.000,0
10469,207787,2016-05-29 00:10:24.000,1
10469,207787,2016-06-07 23:23:52.000,1
10469,207787,2016-06-07 23:26:11.000,0
10469,207787,2016-06-07 23:25:56.000,1
10469,207787,2016-05-29 00:09:16.000,1
10469,207787,2016-01-24 00:18:58.000,0
10469,207787,2016-06-07 23:26:34.000,0
10469,207787,2016-06-07 23:25:56.000,1
10469,207787,2016-05-29 00:10:10.000,1
10469,207787,2016-05-29 00:09:40.000,1
10469,207787,2016-06-07 23:25:48.000,1
10469,207787,2016-01-24 00:19:06.000,0
10469,207787,2016-05-29 00:10:10.000,0
10469,207787,2016-05-29 00:15:31.000,1
10469,207787,2016-05-29 00:09:58.000,1
10469,207787,2016-05-29 00:09:26.000,0
10469,207787,2016-05-29 00:10:10.000,0
10469,207787,2016-01-24 00:20:33.000,1
10469,207787,2016-05-29 00:15:39.000,0
10469,207787,2016-05-29 00:10:52.000,0
10469,207787,2016-05-29 00:10:48.000,1
10469,207787,2016-06-07 23:23:55.000,1
10469,207787,2016-06-07 23:25:18.000,0
10469,207787,2016-05-29 00:09:28.000,1
10469,207787,2016-05-29 00:10:36.000,0
10469,207787,2016-06-07 23:25:05.000,0
10469,207787,2016-06-07 23:24:01.000,1
10469,207787,2016-05-29 00:09:46.000,1
10469,207787,2016-05-29 00:15:50.000,0
10469,207787,2016-05-29 00:09:37.000,1
10469,207787,2016-05-29 00:10:03.000,0
10469,207787,2016-05-29 00:14:55.000,1
10469,207787,2016-05-29 00:10:30.000,0
10469,207787,2016-05-29 00:15:06.000,1
10469,207787,2016-05-29 00:15:13.000,1
10469,207787,2016-05-29 00:11:02.000,0
10469,207787,2016-06-07 23:25:56.000,1
10469,207787,2016-05-29 00:09:32.000,0
10469,207787,2016-06-07 23:27:43.000,1
10469,207787,2016-05-29 00:09:36.000,0
10469,207787,2016-05-29 00:15:19.000,0
10469,207787,2016-05-28 23:52:32.000,0
10469,207787,2016-06-07 23:34:42.000,0
10469,207787,2016-05-28 23:52:32.000,0
