egoid,alterid,timestamp,outgoing
10237,395167,2015-01-31 22:28:58.000,0
10237,395167,2015-01-31 22:27:50.000,1
10237,395167,2015-01-31 22:27:32.000,0
10237,395167,2015-01-20 16:59:51.000,1
10237,395167,2016-01-16 12:05:46.000,0
10237,395167,2015-01-20 16:56:23.000,1
10237,395167,2015-01-20 16:56:16.000,0
10237,395167,2015-08-22 17:06:03.000,1
10237,395167,2015-08-22 17:05:38.000,1
10237,395167,2015-01-20 16:55:37.000,0
10237,395167,2015-01-20 16:55:00.000,1
10237,395167,2015-01-20 16:43:28.000,0
10237,395167,2015-01-20 16:43:14.000,1
10237,395167,2015-01-20 16:42:45.000,0
10237,395167,2015-01-20 16:41:53.000,1
10237,395167,2015-01-20 16:41:04.000,0
10237,395167,2015-01-20 16:40:41.000,1
10237,395167,2015-01-20 16:40:26.000,1
10237,395167,2015-08-10 14:55:59.000,0
10237,395167,2015-08-08 10:57:59.000,0
10237,395167,2015-08-10 15:04:00.000,0
10237,395167,2015-01-31 21:56:00.000,0
10237,395167,2015-01-31 21:55:05.000,1
10237,395167,2015-01-31 21:54:40.000,0
10237,395167,2015-01-31 21:51:15.000,1
10237,395167,2015-01-31 21:50:56.000,0
10237,395167,2015-01-31 21:50:40.000,1
10237,395167,2015-01-31 21:50:35.000,1
10237,395167,2015-01-31 21:49:13.000,1
10237,395167,2015-01-31 21:48:32.000,0
10237,395167,2015-01-31 21:47:52.000,1
10237,395167,2015-01-31 21:46:24.000,0
10237,395167,2015-01-31 21:46:19.000,0
10237,395167,2015-01-31 21:44:54.000,1
10237,395167,2015-01-31 21:44:16.000,0
10237,395167,2015-01-31 21:43:55.000,1
10237,395167,2015-01-31 22:27:09.000,1
10237,395167,2015-01-31 22:27:01.000,1
10237,395167,2015-01-31 22:23:54.000,0
10237,395167,2015-01-31 22:23:48.000,0
10237,395167,2015-01-31 22:22:56.000,1
10237,395167,2015-01-31 22:21:48.000,0
10237,395167,2015-01-31 22:21:48.000,0
10237,395167,2015-01-31 22:18:13.000,1
10237,395167,2015-01-31 22:14:08.000,0
10237,395167,2015-01-31 22:09:36.000,0
10237,395167,2015-01-31 22:09:36.000,0
10237,395167,2015-01-31 22:02:31.000,1
10237,395167,2015-01-31 22:01:11.000,0
10237,395167,2015-01-31 22:00:51.000,1
10237,395167,2015-01-31 22:00:33.000,0
10237,395167,2015-01-31 22:00:08.000,1
10237,395167,2015-01-31 21:59:12.000,0
10237,395167,2015-01-31 21:58:34.000,1
10237,395167,2015-01-31 21:58:02.000,0
10237,395167,2015-01-31 21:57:46.000,1
10237,395167,2015-01-31 21:57:04.000,0
10237,395167,2015-01-31 21:56:38.000,1
10237,395167,2015-08-10 13:57:17.000,1
10237,395167,2015-05-29 23:36:45.000,0
10237,395167,2015-06-15 12:55:32.000,1
10237,395167,2015-06-15 12:55:51.000,1
10237,395167,2015-06-15 12:58:24.000,0
10237,395167,2015-06-15 12:40:25.000,1
10237,395167,2015-06-15 12:39:23.000,1
10237,395167,2015-06-15 12:39:05.000,0
10237,395167,2015-06-15 12:38:58.000,1
10237,395167,2015-06-15 12:57:54.000,1
10237,395167,2015-06-15 12:36:03.000,1
10237,395167,2015-06-15 12:38:50.000,1
10237,395167,2015-06-15 12:38:32.000,1
10237,395167,2015-06-15 12:36:37.000,1
10237,395167,2015-06-15 12:37:26.000,1
10237,395167,2015-06-15 12:57:39.000,1
10237,395167,2015-05-27 07:39:31.000,1
10237,395167,2015-06-15 12:45:40.000,1
10237,395167,2015-06-15 12:46:24.000,1
10237,395167,2015-06-15 12:44:33.000,1
10237,395167,2015-06-15 12:47:00.000,1
10237,395167,2015-06-15 12:48:03.000,0
10237,395167,2015-06-15 12:48:24.000,1
10237,395167,2015-06-15 12:48:35.000,1
10237,395167,2015-06-15 12:44:15.000,1
10237,395167,2015-06-15 12:44:12.000,0
10237,395167,2015-06-15 12:50:05.000,1
10237,395167,2015-06-15 12:44:00.000,1
10237,395167,2015-06-15 12:50:15.000,1
10237,395167,2015-06-15 12:43:45.000,1
10237,395167,2015-06-15 12:52:44.000,1
10237,395167,2015-06-15 12:43:06.000,0
10237,395167,2015-06-15 12:42:20.000,1
10237,395167,2015-06-15 12:41:54.000,0
